presassetone	powid	teamcolor1g	hassubstitutionboard	rightfreekicktakerid	flamethrowercannon	domesticprestige	teamcolor1r	genericint2	cksupport7	defensivedepth	hasvikingclap	jerseytype	pitchcolor	cksupport9	pitchwear	clubworth	popularity	hastifo	presassettwo	teamstadiumcapacity	stadiumgoalnetstyle	iscompetitionscarfenabled	cityid	teamcolor2b	rivalteam	playsurfacetype	isbannerenabled	goalnetstanchioncolor2g	midfieldrating	cksupport8	stadiummowpattern_code	cksupport6	matchdayoverallrating	matchdaymidfieldrating	assetid	attackrating	teamcolor2r	foundationyear	longitude	buildupplay	matchdaydefenserating	hasstandingcrowd	favoriteteamsheetid	defenserating	iscompetitionpoleflagenabled	skinnyflags	uefa_consecutive_wins	longkicktakerid	trait1vweak	iscompetitioncrowdcardsenabled	goalnetstanchioncolor2r	rightcornerkicktakerid	throwerleft	gender	cksupport1	cornerflagpolecolor	teamcolor3r	uefa_cl_wins	hassuncanthem	domesticcups	goalnetstanchioncolor1b	teamcolor1b	ethnicity	leftcornerkicktakerid	opponentweakthreshold	youthdevelopment	latitude	teamid	uefa_el_wins	trait1vequal	teamcolor3g	numtransfersin	opponentstrongthreshold	stanchionflamethrower	stadiumgoalnetpattern	throwerright	captainid	personalityid	goalnetstanchioncolor2b	prev_el_champ	leftfreekicktakerid	cksupport2	goalnetstanchioncolor1r	leaguetitles	genericbanner	crowdregion	uefa_uecl_wins	overallrating	ballid	teamcolor2g	profitability	utcoffset	penaltytakerid	goalnetstanchioncolor1g	pitchlinecolor	teamname	cksupport5	freekicktakerid	crowdskintonecode	internationalprestige	cksupport3	haslargeflag	trainingstadium	form	genericint1	cksupport4	teamcolor3b	trait1vstrong	matchdayattackrating
0	-1	132	0	204412	0	10	37	-1	0	30	0	2	4	0	0	0	0	0	0	18000	0	0	0	255	1355	0	1	110	69	0	1	0	70	69	110081	66	255	1880	-5	2	70	0	-1	70	0	0	0	204412	4195656	0	20	204412	0	0	0	0	24	0	0	0	70	50	1	204412	1	0	54	110081	0	532808	150	0	1	0	0	0	266400	0	70	0	204412	0	20	0	0	3	0	70	88	255	0	0	220039	110	0	Northern Ireland	0	204412	2	2	0	0	366	0	-1	0	55	528712	66
0	-1	1	0	70440	0	8	206	-1	0	50	0	1	5	0	0	145000	7	0	1	42069	0	0	30	26	101085	0	1	255	72	0	1	0	71	72	110093	69	206	1904	-58	2	71	1	-1	71	1	1	0	222373	263444	2	255	222373	0	0	0	0	255	7	0	0	255	26	2	222373	1	6	-34	110093	2	4202772	255	0	1	0	1	0	215069	0	255	0	222373	0	255	16	0	1	0	71	129	1	1	-3	226286	255	0	Independiente	0	222373	7	6	0	0	366	0	-1	0	255	528660	69
0	-1	1	0	252263	0	8	1	-1	0	50	0	2	3	0	2	4900	4	0	0	19500	0	1	931	255	543	0	1	255	64	0	3	0	64	64	110176	63	255	1970	10	3	64	1	-1	64	1	0	0	276365	270400	0	255	276365	0	0	0	0	1	0	0	0	255	1	2	252263	1	4	48	110176	0	4198464	1	0	1	0	0	0	231555	0	255	0	243801	0	255	0	0	4	0	64	91	255	2	1	231555	255	0	SSV Ulm 1846	0	243801	2	1	0	0	366	0	-1	0	1	526400	63
0	-1	128	0	235471	0	5	0	-1	0	50	0	2	4	0	0	8868	2	0	0	15048	0	1	958	0	420	0	1	30	65	0	1	0	65	65	110206	66	255	1964	19	3	66	1	-1	66	1	0	0	235471	270400	0	30	235471	0	0	0	0	30	0	0	3	30	0	1	235471	1	6	50	110206	0	4198464	30	0	1	0	0	0	244160	0	30	0	235471	0	30	0	0	5	0	65	93	255	5	1	244160	30	0	GKS Katowice	0	235471	2	1	0	0	366	0	-1	0	30	526400	66
0	-1	18	0	278040	0	4	199	-1	0	50	0	2	4	0	0	2500	1	0	0	5057	1	0	4	255	112260	0	2	1	59	0	1	0	59	59	110313	58	255	1968	-2	3	58	0	-1	58	1	0	0	278040	270408	0	1	278040	0	0	0	0	240	0	0	0	1	36	2	278040	1	7	53	110313	0	4198472	18	0	1	0	0	0	223852	0	1	0	278040	0	1	0	0	3	0	59	55	255	2	0	216790	1	0	Accrington Stanley	0	278040	2	1	0	0	366	0	-1	0	36	526408	58
0	-1	217	0	225855	0	3	246	-1	0	50	0	2	4	0	0	17000	1	0	0	4031	38	0	816	179	1809	0	1	1	65	0	3	0	64	65	110321	65	1	1995	0	3	64	1	-1	64	0	0	0	225855	270592	0	1	225855	0	0	0	0	247	0	0	0	1	87	2	225855	1	2	43	110321	0	4198656	217	0	1	0	0	0	234814	0	1	0	225855	0	1	0	0	4	0	64	51	113	2	1	210439	1	0	Pau FC	0	225855	2	1	0	0	366	0	-1	0	97	526592	65
0	-1	71	1	276610	0	3	96	-1	0	50	0	1	4	0	0	66243	10	0	0	29546	0	1	205	255	28	0	1	205	70	0	1	0	71	70	110329	72	255	1910	9	3	71	1	-1	71	1	0	0	222369	270336	1	205	233061	0	0	0	0	226	0	0	0	205	52	3	276610	1	4	53	110329	0	4198400	1	0	1	0	1	0	211378	0	205	0	222369	0	205	0	0	4	0	71	25	255	3	1	222369	205	0	FC St. Pauli	0	222369	2	2	0	0	366	0	-1	0	26	526336	72
0	-1	8	0	260823	0	6	57	-1	0	50	0	2	4	0	0	417300	6	0	0	43147	39	1	162	250	45	0	1	8	77	0	1	0	77	77	110374	79	250	1926	11	2	74	1	-1	74	1	0	0	260823	132360	1	57	260823	0	0	0	0	217	0	0	6	142	142	2	260823	2	7	43	110374	0	270600	43	0	2	0	0	0	240777	1	142	0	260823	0	57	2	0	4	0	77	92	250	6	1	236610	8	0	Fiorentina	0	260823	2	5	0	0	366	0	-1	0	38	4198664	79
0	-1	40	0	235467	0	5	117	-1	0	50	0	2	4	0	0	45000	4	0	1	47027	0	0	262	52	110404	0	1	255	72	0	1	0	72	72	110395	72	117	1915	-58	2	70	1	-1	70	1	1	0	235467	263176	2	255	235467	0	0	0	0	255	0	0	0	255	52	2	235467	2	8	-34	110395	1	4202504	255	0	2	0	0	0	214766	0	255	0	235467	0	255	2	0	1	0	72	129	40	7	-3	235467	255	0	Lanús	0	235467	7	6	0	0	366	0	-1	0	255	528392	72
0	-1	1	0	178562	0	6	1	-1	0	30	0	1	4	0	0	24000	7	0	1	42000	0	0	409	21	110580	0	1	255	68	0	3	0	71	68	110396	71	225	1903	-60	1	71	1	-1	71	1	1	0	178562	4195352	2	255	178562	0	0	0	0	2	0	0	0	255	1	2	178562	1	8	-32	110396	0	525336	2	0	1	0	0	0	178562	1	255	0	178562	0	255	6	0	1	0	71	129	11	4	-3	178562	255	0	Newell's Old Boys	0	178562	7	3	0	0	366	0	-1	0	2	532504	71
0	-1	153	0	69963	0	4	1	-1	0	50	0	1	4	0	0	15300	3	0	1	34901	0	0	35	255	110395	0	1	255	67	0	3	0	69	67	110404	69	255	1896	-58	3	67	1	-1	67	1	1	0	219167	270664	2	255	266161	0	0	0	0	210	0	0	0	255	51	5	266161	1	6	-34	110404	0	4198728	97	0	1	0	0	0	233780	0	255	0	266161	0	255	1	0	1	0	69	129	255	4	-3	76991	255	0	Banfield	0	69963	7	1	0	0	366	0	-1	0	13	526664	69
0	-1	30	0	205365	0	9	223	-1	0	50	0	2	4	0	0	40000	4	0	0	11700	0	1	699	168	266	0	1	120	71	0	1	0	72	71	110468	73	59	1911	13	2	72	1	-1	72	1	0	0	205365	263232	0	120	205365	0	0	0	0	223	0	0	1	120	35	1	205365	2	4	49	110468	0	4202560	30	0	2	0	1	0	198331	0	120	0	205365	0	120	6	0	5	0	72	88	94	5	1	198331	120	0	Viktoria Plzeň	0	205365	2	3	0	0	366	0	-1	0	35	528448	73
0	-1	98	0	269604	4	2	1	-1	0	30	0	2	4	0	2	10520	6	0	0	23325	38	1	68	1	485	0	1	93	67	0	1	0	67	67	110500	67	255	1895	10	2	67	1	-1	67	1	0	0	269604	4195334	1	40	269604	0	0	0	0	225	0	0	0	30	173	2	269604	1	4	52	110500	0	532486	1	0	1	0	0	0	251281	1	177	0	269604	0	240	1	0	4	0	67	27	204	4	1	252846	220	0	Eintracht Braunschweig	0	269604	2	1	0	0	366	0	-1	0	15	528390	67
0	-1	254	0	240329	0	3	254	-1	0	50	0	2	4	0	0	2450	2	0	0	5207	0	1	820	1	487	0	1	255	64	0	1	0	63	64	110501	63	1	1924	8	1	62	1	-1	62	1	0	0	240329	263296	0	255	240329	0	0	0	0	240	0	0	0	185	254	2	240329	1	6	51	110501	0	4195456	240	0	1	0	0	0	229175	0	255	0	240329	0	185	0	0	4	0	63	91	1	1	1	240329	185	0	SC Verl	0	240329	2	1	0	0	366	0	-1	0	240	532608	63
0	-1	78	0	245287	0	6	1	-1	0	65	0	1	3	0	0	34100	6	0	0	17810	3	1	132	255	1824	0	1	180	70	0	3	0	70	70	110502	71	255	1898	8	1	69	1	-1	69	1	0	0	251287	132096	1	180	251287	0	0	0	0	1	0	0	0	255	158	2	245287	1	2	49	110502	0	132096	32	0	1	0	0	0	209987	1	180	0	251287	0	50	0	0	4	0	70	27	255	5	1	262604	50	0	SV Darmstadt 98	0	251287	2	1	0	0	366	0	-1	0	91	270336	71
0	-1	66	0	229354	0	5	1	-1	0	50	0	2	4	0	3	3780	6	0	0	25721	26	1	735	1	29	0	1	180	63	0	0	0	64	63	110532	66	1	1907	8	2	64	1	-1	64	1	0	0	229354	263248	1	180	229354	0	0	0	0	255	0	0	0	10	146	2	229354	1	6	49	110532	0	4202576	255	0	1	0	0	0	229487	0	180	0	229354	0	10	0	0	4	0	64	91	1	1	1	229354	10	0	SV Waldhof Mannheim	0	229354	2	1	0	0	366	0	-1	0	255	528464	66
0	-1	2	0	236295	0	4	197	-1	0	30	0	2	4	0	0	256200	5	0	0	36599	0	1	180	78	1837	0	1	79	73	0	1	0	73	73	110556	74	20	1893	8	2	73	1	-1	73	1	0	0	236295	4195333	1	39	236295	0	0	0	0	250	0	0	1	101	7	9	236295	2	6	44	110556	0	532485	250	0	2	0	0	0	206159	0	101	0	236295	0	39	9	0	4	0	73	92	33	5	1	231969	79	0	Genoa	0	236295	2	3	0	0	366	0	-1	0	250	528389	74
0	-1	41	0	183898	0	5	2	-1	0	50	0	2	4	0	0	30000	6	0	1	39657	27	0	409	1	110396	0	1	255	74	0	0	0	72	74	110580	71	249	1889	-60	2	72	1	-1	72	1	1	0	226797	263304	2	255	226797	0	0	0	0	2	0	0	1	255	118	3	226797	2	8	-32	110580	0	4202632	41	0	2	0	0	0	216033	0	255	0	226797	0	255	4	0	1	0	72	129	200	5	-3	183898	255	0	Rosario Central	0	183898	7	4	0	0	366	0	-1	0	118	528520	71
0	-1	105	0	233520	0	4	1	-1	0	50	0	2	4	0	2	14730	6	0	0	22000	0	1	612	116	503	0	1	210	68	0	1	0	68	68	110588	71	1	1965	11	1	69	1	-1	69	1	0	0	233520	263184	1	210	233520	0	0	0	0	255	0	0	0	210	176	3	233520	1	4	52	110588	0	4195344	255	0	1	0	0	0	228607	0	210	0	233520	0	210	0	0	4	0	68	27	60	5	1	269264	210	0	1. FC Magdeburg	0	233520	2	1	0	0	366	0	-1	0	255	532496	71
0	-1	6	0	272982	0	8	227	-1	0	65	0	2	4	0	0	59300	5	0	0	54600	1	1	147	255	31	0	1	1	68	0	1	0	69	68	110636	69	255	1895	6	2	69	1	-1	69	1	0	0	252567	132164	3	1	272982	0	0	0	0	210	0	0	2	1	19	8	252903	1	4	51	110636	0	139332	22	0	1	0	0	0	251292	1	1	0	252903	0	1	1	0	4	0	69	27	255	3	1	272982	1	0	Fortuna Düsseldorf	0	252903	2	1	0	0	366	0	-1	0	35	266308	69
0	-1	40	0	263135	0	6	255	-1	0	50	0	2	4	0	3	4400	2	0	0	10001	0	1	249	1	31	0	1	180	62	0	3	0	63	62	110645	65	1	2010	7	3	63	1	-1	63	1	0	0	263135	270336	1	180	276429	0	0	0	0	255	0	0	0	180	50	2	275262	1	4	50	110645	0	4198400	255	0	1	0	0	0	238963	0	180	0	263135	0	180	0	0	4	0	63	91	1	1	1	261653	180	0	Viktoria Köln	0	263135	2	1	0	0	366	0	-1	0	255	526336	65
0	-1	0	0	79082	0	1	226	-1	0	30	0	2	4	0	0	1550	2	0	0	49200	0	1	870	250	485	0	1	235	62	0	3	0	62	62	110678	63	250	1912	9	3	63	1	-1	63	1	0	0	79082	4202560	1	235	79082	0	0	0	0	205	0	0	0	235	26	4	79082	1	6	52	110678	0	528448	16	0	1	0	0	0	225654	0	235	0	79082	0	235	0	0	4	0	62	91	250	1	1	79082	235	0	TSV Havelse	0	79082	2	1	0	0	366	0	-1	0	30	526400	63
0	-1	93	0	76062	4	1	31	-1	0	65	0	2	4	0	0	5000	1	0	0	6350	0	1	450	255	110697	0	1	255	60	0	3	0	60	60	110685	61	255	1899	8	1	60	1	-1	60	1	0	0	76062	132096	0	255	76062	0	0	0	0	1	0	0	0	255	166	2	76062	1	10	49	110685	0	132096	48	0	1	0	0	0	78445	0	255	0	76062	0	255	0	0	4	0	60	91	255	10	1	76924	255	0	TSG 1899 Hoffenheim II	0	76062	2	1	0	0	366	0	-1	0	91	270336	61
0	-1	255	0	279623	4	1	255	-1	0	50	0	2	4	0	0	5500	2	0	0	10000	0	1	466	41	110176	0	1	255	60	0	3	0	61	60	110697	62	211	1893	9	3	61	1	-1	61	1	0	0	279623	270336	0	255	279623	0	0	0	0	1	0	0	0	255	255	2	279623	1	10	48	110697	0	4198400	1	0	1	0	0	0	234416	0	255	0	279623	0	255	0	0	4	0	61	91	1	10	1	279623	255	0	VfB Stuttgart II	0	279623	2	1	0	0	366	0	-1	0	1	526336	62
0	-1	35	0	75936	0	1	0	-1	0	50	0	2	4	0	0	3800	2	0	0	2500	0	2	425	254	467	0	1	255	63	0	1	0	63	63	110711	62	254	1951	-2	2	63	2	-1	63	2	0	0	75936	263168	0	255	75936	0	0	0	0	0	0	0	0	255	125	4	75936	1	6	43	110711	0	4202496	45	0	1	0	0	0	265521	0	255	0	75936	0	255	0	0	4	0	63	69	254	3	1	75936	255	0	Real Sociedad B	0	75936	2	1	0	0	366	0	-1	0	135	528384	62
0	-1	51	0	275634	0	4	51	-1	0	50	0	2	4	0	0	6500	3	0	0	5595	0	1	639	255	252	0	1	160	65	0	0	0	65	65	110720	67	255	1938	14	2	65	1	-1	65	1	0	0	224271	263232	0	160	224271	0	0	0	0	0	0	0	0	160	255	4	224271	1	5	48	110720	0	4202560	0	0	1	0	0	0	233435	0	160	0	275634	0	160	0	0	4	0	65	31	255	2	1	226958	160	0	Blau-Weiß Linz	0	275634	2	1	0	0	366	0	-1	0	0	528448	67
0	-1	232	0	224252	0	5	255	-1	0	30	0	1	4	0	0	30000	4	0	1	16672	0	1	309	0	100087	0	1	204	70	0	1	0	70	70	110724	72	235	1904	4	1	65	1	-1	65	1	0	0	224252	4195458	1	202	224252	0	0	0	0	1	0	0	2	206	0	1	224252	1	5	51	110724	0	525442	1	0	1	0	1	0	205369	1	206	0	224252	0	202	4	0	4	0	70	122	13	5	1	224252	204	0	KV Mechelen	0	224252	2	4	0	0	366	0	-1	0	1	532610	72
0	-1	30	0	270658	0	1	30	-1	0	50	0	2	4	0	0	97725	1	0	0	9950	0	1	570	142	1746	0	1	250	70	0	3	0	70	70	110738	72	1	1909	10	2	68	0	-1	68	1	0	0	270658	263296	2	250	240797	0	0	0	0	250	0	0	0	250	30	3	270658	1	6	43	110738	0	4202624	250	0	1	0	0	0	199174	0	250	0	270658	0	250	0	0	4	0	70	92	69	2	1	240797	250	0	Pisa	0	270658	2	1	0	0	366	0	-1	0	250	528512	72
0	-1	2	0	240095	0	3	122	-1	0	30	0	2	4	0	0	26250	1	0	0	21525	0	1	935	35	50	0	1	30	66	0	3	0	66	66	110740	66	225	1919	10	2	67	1	-1	67	1	0	0	240095	4195392	0	30	240095	0	0	0	0	250	0	0	0	30	1	2	240095	1	4	44	110740	0	532544	250	0	1	0	0	0	208942	0	30	0	240095	0	30	0	0	4	0	66	82	168	2	1	230940	30	0	Reggiana	0	240095	2	1	0	0	366	0	-1	0	250	528448	66
0	-1	9	0	255760	0	8	240	-1	0	50	0	1	4	0	0	15844	3	0	0	22372	0	1	50	30	1871	0	1	120	69	0	1	0	68	69	110745	72	251	1920	23	1	67	1	-1	67	1	0	0	255760	263170	1	120	255760	0	0	0	0	224	0	0	1	120	3	3	224146	1	6	53	110745	0	4195330	39	0	1	0	1	0	224336	0	120	0	224146	0	120	1	0	5	0	68	93	222	5	1	239267	120	0	Jagiellonia Białystok	0	255760	2	3	0	0	366	0	-1	0	45	532482	72
0	-1	0	0	177922	0	7	0	-1	0	50	0	2	4	0	0	13280	3	0	0	20500	9	1	473	0	110747	0	1	30	68	0	1	0	68	68	110746	68	128	1948	14	1	68	1	-1	68	0	0	0	177922	263312	0	30	177922	0	0	0	0	1	0	0	0	30	116	2	177922	1	7	53	110746	0	4195472	1	0	1	0	1	0	177922	0	120	0	177922	0	128	0	0	5	0	68	93	0	5	1	222544	30	0	Pogoń Szczecin	0	177922	2	2	0	0	366	0	-1	0	1	532624	68
0	-1	31	0	254333	0	8	236	-1	0	65	0	2	4	0	0	11716	4	0	0	15016	4	1	252	255	110746	0	1	255	67	0	1	0	67	67	110747	66	255	1906	19	3	66	1	-1	66	1	0	0	225133	139334	0	255	254333	0	0	0	0	220	0	0	1	36	36	2	225133	1	5	50	110747	0	135238	20	0	1	0	0	0	235005	0	255	0	254333	0	236	5	0	5	0	67	93	255	7	1	254333	31	0	Cracovia	0	254333	2	2	0	0	366	0	-1	0	60	264262	66
0	-1	82	0	198046	0	2	253	-1	0	50	0	2	4	0	0	9050	2	0	0	16086	0	1	288	255	1871	0	1	120	65	0	3	0	65	65	110749	67	255	1945	16	2	65	1	-1	65	0	0	0	198046	263248	0	120	198046	0	0	0	0	1	0	0	0	60	0	2	198046	1	7	51	110749	0	4202576	1	0	1	0	1	0	198046	1	120	0	198046	0	60	2	0	5	0	65	93	255	3	1	198046	60	0	Zagłębie Lubin	0	198046	2	1	0	0	366	0	-1	0	1	528464	67
0	-1	255	0	275225	0	4	255	-1	0	30	0	2	4	0	0	3830	2	0	0	12000	0	1	829	1	310	0	1	255	64	0	3	0	65	64	110750	66	255	1945	21	3	65	1	-1	65	1	0	0	275225	4202514	0	255	275225	0	0	0	0	30	0	0	2	255	255	2	275225	1	7	46	110750	0	528402	30	0	1	0	0	0	213649	0	255	0	244143	0	255	6	0	5	0	65	79	1	5	2	244143	255	0	UTA Arad	0	275225	2	1	0	0	366	0	-1	0	30	526354	66
0	-1	30	0	212226	0	7	30	-1	0	50	0	2	4	0	0	7475	2	0	0	30201	0	1	701	255	114385	0	1	255	69	0	1	0	67	69	110751	66	255	1919	23	3	66	1	-1	66	1	0	0	212226	270336	0	255	212226	0	0	0	0	220	0	0	1	255	30	2	212226	1	5	46	110751	0	4198400	65	0	1	0	0	0	212048	0	255	0	212226	0	255	0	0	5	0	67	79	255	6	2	212226	255	0	Universitatea Cluj	0	212226	2	2	0	0	366	0	-1	0	65	526336	66
0	-1	62	0	275901	0	3	46	-1	0	50	0	2	4	0	0	3975	2	0	0	7782	0	1	737	255	308	0	1	220	65	0	1	0	65	65	110752	65	255	2001	26	3	64	0	-1	64	1	0	0	258364	270592	0	220	275901	0	0	0	0	247	0	0	0	220	150	1	258364	1	3	47	110752	0	4198656	77	0	1	0	0	0	239271	1	220	0	275901	0	220	0	0	5	0	65	79	255	4	2	244154	220	0	FC Botoșani	0	275901	2	1	0	0	366	0	-1	0	80	526592	65
0	-1	20	0	234687	0	5	222	-1	0	30	0	2	4	0	0	22000	5	0	0	14283	36	1	452	255	324	0	1	255	67	0	3	0	67	67	110770	69	255	1909	7	2	66	1	-1	66	1	0	0	243898	4195349	0	255	234687	0	0	0	0	232	0	0	13	255	1	3	272875	1	3	46	110770	0	532501	20	0	1	0	0	0	199890	1	255	0	272875	0	255	2	0	4	0	67	71	255	3	1	234687	255	0	FC Sion	0	272875	2	2	0	0	366	0	-1	0	1	528405	69
0	-1	1	0	211061	0	3	1	-1	0	50	0	2	4	0	0	21000	2	0	0	33502	0	1	176	1	101020	0	1	255	70	0	0	0	69	70	110776	72	255	1988	37	3	70	1	-1	70	0	0	0	211061	270400	0	255	211061	0	0	0	0	255	0	0	0	255	1	5	211061	1	2	37	110776	0	4198464	255	0	1	0	0	0	211061	0	255	0	211061	0	255	0	0	5	0	69	89	50	2	3	211061	255	0	Gaziantep FK	0	211061	9	1	0	0	366	0	-1	0	255	526400	72
0	-1	75	0	146562	0	6	25	-1	0	50	0	2	4	0	0	5000	4	0	0	30800	0	2	363	255	459	0	1	255	72	0	1	0	72	72	110827	72	255	1926	-5	1	71	0	-1	71	2	0	0	146562	263168	0	255	146562	0	0	0	0	233	0	0	0	255	200	4	146562	2	4	43	110827	0	4195328	233	0	2	0	0	0	146562	1	255	0	146562	0	255	0	0	4	0	72	41	255	7	1	146562	255	0	Real Oviedo	0	146562	2	1	0	0	366	0	-1	0	255	532480	72
0	-1	0	0	245157	0	2	255	-1	0	50	0	2	4	0	0	50000	4	0	0	19436	0	2	193	255	449	0	1	255	68	0	1	0	68	68	110832	70	255	1931	-3	3	67	2	-1	67	2	0	0	245157	270672	1	255	76417	0	0	0	0	222	0	0	0	255	0	2	76417	1	5	37	110832	0	4198736	0	0	1	0	0	0	222041	1	255	0	245157	0	255	0	0	4	0	68	69	255	5	1	222041	255	0	Granada CF	0	245157	2	1	0	0	366	0	-1	0	0	526672	70
0	-1	70	0	229654	0	6	40	-1	0	50	0	2	4	0	0	4500	2	0	0	9100	0	2	222	85	244	0	1	255	67	0	1	0	68	67	110839	69	155	1960	0	3	67	2	-1	67	2	0	0	190199	270594	1	255	229654	0	0	0	0	240	0	0	0	255	175	2	229654	1	3	42	110839	0	4198658	240	0	1	0	0	0	200519	0	255	0	190199	0	255	0	0	4	0	68	69	55	7	1	190199	255	0	SD Huesca	0	190199	2	1	0	0	366	0	-1	0	255	526594	69
0	-1	20	0	219259	0	6	235	-1	0	50	0	1	4	0	0	2300	1	0	0	6134	13	0	123	255	112259	0	2	95	61	0	1	0	61	61	110890	58	255	1896	0	1	62	0	-1	62	0	0	0	219259	263304	0	1	219259	0	0	0	0	235	0	0	0	60	20	3	219259	1	2	51	110890	0	4195464	20	0	1	0	1	0	213667	0	60	0	219259	0	1	0	0	3	0	61	55	255	7	0	226018	95	0	Crawley Town	0	219259	2	1	0	0	366	0	-1	0	20	532616	58
0	-1	204	0	237613	0	5	253	-1	0	50	0	2	4	0	0	30000	3	0	0	14650	0	1	936	20	1843	0	1	248	68	0	3	0	67	68	110908	69	247	1929	17	2	65	1	-1	65	1	0	0	237613	263168	0	248	237613	0	0	0	0	250	0	0	0	248	29	2	237613	1	5	39	110908	0	4202496	250	0	1	0	0	0	209613	0	248	0	228882	0	248	0	0	4	0	67	82	27	4	1	209613	248	0	Catanzaro	0	237613	2	1	0	0	366	0	-1	0	250	528384	69
0	-1	0	0	79015	4	1	230	-1	0	50	0	2	4	0	0	12045	1	0	0	19736	1	1	696	255	205	0	1	255	67	0	0	0	67	67	110912	69	255	1910	11	2	67	0	-1	67	1	0	0	222153	263233	0	255	222153	0	0	0	0	230	0	0	0	255	2	4	222153	1	5	45	110912	0	4202561	0	0	1	0	0	0	79012	0	255	0	222153	0	255	0	0	4	0	67	82	255	2	1	222153	255	0	Padova	0	222153	2	1	0	0	366	0	-1	0	2	528449	69
0	-1	250	0	251769	0	2	250	-1	0	30	0	2	4	0	0	36150	1	0	0	23860	0	1	99	30	1744	0	1	250	68	0	15	0	66	68	110915	64	30	1940	12	2	67	1	-1	67	1	0	0	251769	4195584	0	250	251769	0	0	0	0	250	0	0	0	250	250	1	251769	1	8	44	110915	0	532736	250	0	1	0	0	0	72845	0	250	0	251769	0	250	0	0	4	0	66	82	30	2	1	72852	250	0	Cesena	0	251769	2	1	0	0	366	0	-1	0	250	528640	64
0	-1	48	0	70441	0	1	225	-1	0	50	0	2	4	0	0	7500	3	0	2	30000	0	0	120	255	111022	0	1	255	69	0	0	0	69	69	110953	67	255	1918	-64	1	67	1	-1	67	1	1	0	70441	263168	0	255	242342	0	0	0	0	1	0	0	0	255	42	2	242342	1	3	-31	110953	0	4195328	1	0	1	0	0	0	228959	0	255	0	242342	0	255	0	0	1	0	69	129	255	4	-3	266343	255	0	Instituto de Córdoba	0	70441	7	2	0	0	366	0	-1	0	1	532480	67
0	-1	78	0	241418	0	7	5	-1	0	65	0	1	4	0	0	11450	10	0	0	72000	0	1	446	1	112540	0	1	1	68	0	1	0	68	68	110955	71	204	1993	121	3	67	0	-1	67	0	0	0	241418	139392	0	204	241418	0	0	0	0	255	0	0	4	159	159	3	241418	1	4	31	110955	0	135296	255	0	1	0	0	0	217153	1	1	0	241418	0	5	1	0	2	0	68	75	1	10	8	246093	78	0	Shanghai Shenhua	0	241418	4	3	0	0	366	0	-1	0	255	264320	71
0	-1	164	0	274259	0	10	60	-1	0	65	0	2	4	0	0	24000	5	0	0	41143	0	0	770	124	112667	0	1	169	68	0	12	0	68	68	110968	72	8	1925	-68	1	66	1	-1	66	0	1	0	274259	132240	0	169	231667	0	0	0	0	250	0	0	2	250	220	4	207454	1	6	-16	110968	0	132240	250	0	1	0	0	0	241131	0	169	0	274259	0	250	31	0	1	0	68	184	70	8	-4	215292	250	0	Bolívar	0	274259	7	5	0	0	366	0	-1	0	250	270480	72
0	-1	250	0	219605	0	8	250	-1	0	50	0	2	4	0	0	31000	5	0	1	14118	0	1	263	200	110980	0	1	249	69	0	3	0	68	69	110975	69	54	1937	-70	1	66	0	-1	66	1	1	0	228744	263170	0	248	209744	0	0	0	0	255	0	0	4	249	250	3	209744	1	7	-33	110975	0	4195330	0	0	1	0	0	0	232670	0	249	0	219605	0	248	16	0	1	0	68	184	112	8	-4	232670	249	0	Universidad Católica	0	219605	7	5	0	0	366	0	-1	0	0	532482	69
0	-1	0	0	226584	0	4	234	-1	0	50	0	1	4	0	0	25000	3	0	0	19000	0	0	226	0	111328	0	1	249	67	0	3	0	66	67	110977	66	255	1897	-70	2	63	1	-1	63	1	1	0	248547	263240	0	248	226584	0	0	0	0	1	0	0	2	249	0	4	226584	1	6	-33	110977	0	4202568	1	0	1	0	0	0	226584	0	249	0	226584	0	248	7	0	1	0	66	184	242	6	-4	248547	249	0	Unión Española	0	226584	7	3	0	0	366	0	-1	0	1	528456	66
0	-1	255	0	219553	0	10	255	-1	0	65	0	2	4	0	0	49998	7	0	1	47347	29	1	294	1	15029	0	1	249	72	0	3	0	70	72	110980	69	1	1925	-70	1	70	1	-1	70	1	1	0	181872	132480	0	248	71013	0	0	0	0	215	1	0	14	249	255	5	71013	1	8	-33	110980	0	132480	0	0	1	0	0	0	181872	0	249	0	181872	0	248	34	0	1	0	70	184	1	10	-4	181872	249	0	Colo-Colo	0	219553	7	6	0	0	366	0	-1	0	0	270720	69
0	-1	248	0	253327	0	10	255	-1	0	50	0	2	4	0	0	40998	7	0	1	57267	18	0	780	15	110986	0	1	249	68	0	3	0	69	68	110981	70	195	1925	-79	2	68	1	-1	68	1	1	0	272990	263296	2	248	272990	0	0	0	0	255	0	0	0	249	51	3	272990	1	5	-2	110981	0	4202624	248	0	1	0	0	0	246406	1	249	0	253327	0	248	16	0	1	0	69	184	37	8	-5	253327	249	0	Barcelona SC Guayaquil	0	253327	7	6	0	0	366	0	-1	0	51	528512	70
